Tweets,Subjectivity,Polarity,Analysis
" JACK DORSEY, RESPECT THE BRAZILIAN CONSERVATIVES PEOPLES, YOU ARE THE OWNER OF THE TWITTER AND YOU CAN'T SHUT ",0.0,0.0,Neutral
 He is going after   next.  I hope it bankrupts the platform that enables uninformed mobs ,0.0,0.0,Neutral
"Twitter  CEO   told investors it likely run subscription  this year (via ), though he also ",1.0,0.0,Neutral
  must not implement the subscription thing. I enjoy Twitter so much and I really don't want to subscribe ,0.3,0.26666666666666666,Positive
"Trump admits he 'often' regrets tweets, retweets get him 'into trouble', in interview with Barstool Sports CEO ",0.2,-0.15000000000000002,Negative
   punching the air rn,0.0,0.0,Neutral
I purchased 10 shares of  today before market closed. Been wanting to get shares in the company for awhile ,0.1,-0.1,Negative
And   has no legal right over my account especially not to violate it everyday for the last 4/5 years har ,0.48047619047619056,-0.0028571428571428636,Negative
\Sandmann offered a not-so-subtle warning to Twitter CEO  .\  ,0.0,0.0,Neutral
Pay-to-tweet model being considered as Twitter's ad revenues collapse ,0.0,0.0,Neutral
  probably had a rage moment when he saw this tweet.  ,0.0,0.0,Neutral
 I will not mind paying a dollar or two to use this website just because of the financial contributions made by ,0.0,0.0,Neutral
  is actually a much better billionaire than you. ,0.5,0.5,Positive
 The 'Covington Kid' included an ominous threat for Twitter CEO  . ,0.0,0.0,Neutral
 The 'Covington Kid' included an ominous threat for Twitter CEO  . ,0.0,0.0,Neutral
"_nutlas  Yep, exactly why folks like Elon Musk and   support it. It lets them look ",0.25,0.25,Positive
Twitter CEO   confirmed the socialmedia platform is exploring a subscription model in a call with ,1.0,0.4,Positive
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal ,1.0,0.0,Neutral
"Way to go  and Holyoke, MA - very cool project. ",0.8450000000000001,0.45499999999999996,Positive
"Yes, good things are happening! Tides are turning.",0.6000000000000001,0.875,Positive
From  \n** Nicholas Sandmann fired a warning shot at Twitter CEO  . \n have settled with WAPO an ,0.0,0.0,Neutral
  please don blindly give power to   &amp; types like that in an effort to cut thro ,0.6666666666666666,-0.5,Negative
  Has Floated Decentralized Fact-Checking at Twitter. Here What That Could Look Like\n\nripple wealth,0.0,0.0,Neutral
  Has Floated Decentralized Fact-Checking at Twitter. Here What That Could Look Like\n\ntrading bitcoinmining ripple bitcoins,0.0,0.0,Neutral
  Has Floated Decentralized Fact-Checking at Twitter. Here What That Could Look Like\n\ncoinbase ethereum bitcoinnews,0.0,0.0,Neutral
Billionaire owner   is considering making us pay? ,0.0,0.0,Neutral
"  And threatens  , priceless",1.0,1.0,Positive
"  announces new Twitter monetization plan, Twitter coins and Twitter awards",0.45454545454545453,0.13636363636363635,Positive
african countries would love cashapp/bitcoin because they dominate the list of worst devalued currencies\n\njust my o ,0.5333333333333333,-0.16666666666666666,Negative
 _2019   's cash app? I do all my banking the old fashioned way as I d ,0.2,0.1,Positive
Twitter CEO   Invited To Testify In Congressional Big Tech Hearing \n\nREAD MORE  ,0.3,0.25,Positive
"With millions in hand from  , Oakland Unified School District scrambles to get students tech devices Be ",0.0,0.0,Neutral
The digital divide has been overtly highlighted by the COVID19 pandemic as a serious education equity issue.\n \nHer ,0.3333333333333333,-0.16666666666666666,Negative
     You look like a discount  ,0.0,0.0,Neutral
   is a pedo as well. This circle is very large lol. He loves his Pizza.,0.6285714285714286,0.5392857142857144,Positive
\No only does   SUCK\\n\n\TWATTER SUCK'S\ twittersucks sucks \n\nI can wait to watch you  Dor ,0.65,-0.15,Negative
 we know why  wants to convert Twitter to a pay service\n\nSandmann fired a warning s ,0.1,0.2,Positive
  isn't ,0.0,0.0,Neutral
Question. - can anyone not see   or am I now limited on my posts and censored? Assume the latter Welcome ,0.34761904761904766,0.24285714285714288,Positive
  took \this app is free memes\  way too serious ,0.7333333333333334,0.033333333333333354,Positive
"., your masthead slogan \Democracy Dies in Darkness\ describes your propagandistic style of \ ",0.0,0.0,Neutral
So true  I tweeted out funny troll face image and got 0 likes. Proof   is In on this... they are ghostin ,0.825,0.3,Positive
House Republicans want Twitter chief   to testify at tech \n\nREAD MORE  ,0.5,0.5,Positive
  gonna start charging us now bc we kept calling his app a bird app and he said fuck around and find out,0.6,-0.4,Negative
"THE ABSOLUTE TRUTH  once trump is reelected for 4 more great years ,i will log off i wont give   the hono ",0.7166666666666667,0.5,Positive
"Twitter Daily Users Rise to 186 Million, CEO   Addresses Hack of High-Profile Accounts ",0.0,0.0,Neutral
"Watch   (TWATTER)\nTim Cook (APPLE)\nMark Suckerberg (FACEBOOK); slither,  lie,  and cry infront of Congre ",0.0,0.0,Neutral
  says Twitter feels  after massive bitcoin hacking scandal\n By ,1.0,0.0,Neutral
Washington Post settles Nicholas Sandmann defamation lawsuit in Covington Catholic High School controversy ,0.31999999999999995,0.08,Positive
LMFAO!! Twitter and   can go fuckk Themselves if they think I'm paying for this shit right here. Not m ,0.6678571428571429,0.042857142857142844,Positive
You don have to starve yourself for days like   to get the benefits of  fasting.  ,0.0,0.0,Neutral
You don have to starve yourself for days like   to get the benefits of fasting.  ,0.0,0.0,Neutral
    _always     ,0.0,0.0,Neutral
"Well no shit, Sherlock. ",0.8,0.1,Positive
  i do not stan anyone. all of the stupid fandom shit we surrounded by is horrible. targ ,0.9333333333333332,-0.6666666666666666,Negative
What I meant to say it is unlikely I pay for a Twitter account. I heard that   May ask users to pay for ,0.5,-0.5,Negative
I'm not saying that Twitter would have dentist-grade infosec with a different regulatory framework. \n\nI'm saying th ,0.6,0.0,Neutral
twitter va como el orto.   r u ok bro? do you need help?,0.5,0.5,Positive
I have a joke on  but  won't en--it.,0.0,0.0,Neutral
  sent a barrel of his turd to Iggy Azalea to protect him from true religion jeans,0.65,0.35,Positive
 Is   worse than Gavin Newsome,0.6,-0.4,Negative
"And now because of   and these idiots it's got to this extent and it will get worse, I don't actually owe ",0.5,-0.4000000000000001,Negative
  called to testify to Congress over bias. ,0.0,0.0,Neutral
  is a piece of shit ,0.8,-0.2,Negative
"  _swanson   Sure, and I try to be civil in my conduct (btw  \sco ",0.8888888888888888,0.5,Positive
Big Tech CEOs scheduled to testify before House Judiciary Committee in antitrust hearings next week.\n\nThe committee ,0.05,0.0,Neutral
  That's why Freud invented the meme.\nOr was it  ?,0.0,0.0,Neutral
"Because anyone with half a brain would have made themselves scarce ages ago, or told that weirdo sicko tranny  to c ",0.16666666666666666,-0.16666666666666666,Negative
"Washington Post settles $250M suit with Covington teen Nick Sandmann  In a tweet Friday, San ",0.0,0.0,Neutral
So   the terrorist sympathizer and supporter? Technically he is supporting them! \n\nAdriana Cohen Twitter ,0.25,0.3125,Positive
\  called to testify to Congress over bias\  conservative feedly,0.0,0.0,Neutral
Twitter Is Thinking About How to Boost Shrinking Ad Revenue. It Outlined 3 Possibilities. ,0.0,0.0,Neutral
"  this shit ends up being   personal call for fucks sake.\n\n&amp; there i am, swe ",0.55,-0.1,Negative
_aurelius It's   being fash,0.0,0.0,Neutral
 Ahh so this is why UFO's is trending again INVESTIGATE JACK DORSEY,0.0,0.0,Neutral
  thinks pedophelia is ok??????  WTF ,0.75,0.0,Neutral
" _trails I'm not just one of  's little *victims*...I TOOK DOWN THE LARGEST, 1, Finan ",0.3944444444444445,-0.17152777777777778,Negative
  &amp; that strikes me as one of several core issues that we should be talking about really ,0.1,0.1,Positive
 Imagine being a simp for  ,0.0,0.0,Neutral
 _trails Twitter took several of my followers because I finally passed 2k...Twitter has a specia ,0.5,0.0,Neutral
 pedophile  who cancels any account exposing his disgusting friends ...fuck you  ,1.0,-1.0,Negative
" Twitter and   have shown us time and time again how biased and unethical they are, and they a ",0.0,0.0,Neutral
Bruh why   looks like the tall version of peter dinklage,0.0,0.0,Neutral
I'm sure $TWTR board agrees with CEO   that under  criminal investigation  CEO ,0.7194444444444444,0.04999999999999999,Positive
IF you're wondering WHY pedophiles keep their accounts while yours gets locked because you Tweeted about pedophilia ,0.0,0.0,Neutral
When you ask  to talk while  maintaining social distance\n  baat kar,0.06666666666666667,0.03333333333333333,Positive
Twitter locked my account because Chuck Sch*mer's a pedophile &amp; I posted a picture of CS in a salacious lip lock wi ,0.0,0.0,Neutral
_reynolds _   Imagine simping for   ,0.0,0.0,Neutral
Would you pay to tweet? I hope I can carry on tweeting for free! ,0.8,0.5,Positive
"_1966 _deplorable  If  falls, it means that the Section 230 protection failed and  ",0.6,-0.55,Negative
 how is Twitter free?\n  ,0.0,0.0,Neutral
 He still comes across as a smug little prick. And his \warning shot\ to   further evinces that.,0.5,-0.09375,Negative
" I'm glad influential people like Elon and   support UBI. Unfortunately, we see a distrus ",1.0,0.0,Neutral
\Some have argued that with companies like  's payments company Square reporting $306 million in bitcoin ,0.0,0.0,Neutral
"If   moves to a subscription-based platform in the midst of the US government's atrocities, we're gonna s ",0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal via  ,1.0,0.0,Neutral
" _    is considering giving twitter a subscription fee, so now y ",0.0,0.0,Neutral
  is donating $3 million to kick off a universal basic income program  News ,0.0625,0.0,Neutral
"Twitter boss apologizes for hack amid claim 1,000-plus workers had access to abused tools ",0.0,0.0,Neutral
   should pay all of us for the  amount of abuse that we put up with on here! This site is overf ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
" Better headline  , who is worth more than $7 billion, confirms Twitter is exploring a subscription model",0.3666666666666667,0.43333333333333335,Positive
" No edit button, no crackdown on harassment, but   is considering charging us for Twitter use.  ",0.0,0.0,Neutral
"_v Is   a listener to the pod? Can neither confirm, nor deny.",0.0,0.0,Neutral
"Words of inspiration from Twitter &amp; Square founder,  .\n.\n.\n.\nentrepreneurmindset businessinspiration ",0.0,0.0,Neutral
Nicholas Sandmann offered a not-so-subtle warning to Twitter CEO  .\n\nSandmann tweeted \We have settled ,0.0,0.0,Neutral
Nicholas Sandmann offered a not-so-subtle warning to Twitter CEO  .\n\nSandmann tweeted \We have settled ,0.0,0.0,Neutral
Twitter CEO   said Thursday that the company is looking into exploring additional ways to make money from ,0.0,0.0,Neutral
You Don Have to Starve Yourself for Days Like   to Get the Benefits of Fasting  ,0.0,0.0,Neutral
" _Monroe the problem is, this inherited wealth tech-bro prick actually believes his thoughts have uniq ",0.1,0.0,Neutral
Sandman is going to be living in   house soon if he keeps going at this rate. Damn I need to get doxxed a ,0.0,0.0,Neutral
   Greedy and disgusting\nBezo\nBloomberg\nSoros\nZuckerburg\n,0.0,0.0,Neutral
 i dont understand how   expects this to be taken well by anybody i really dont,0.2,0.2,Positive
  right now  ,0.5357142857142857,0.2857142857142857,Positive
" Don't know about Instagram, but   is still Twitter  CEO. A hedge fund GOP \activist\ named ",0.0,0.0,Neutral
  is next in billion dollar lawsuit against liberal media and company.  Time to pay up bitches!\n,0.0,0.0,Neutral
Nick Sandham wins 250 million against criminal fake news CNN.  Now time to sue other fake news for their criminalit ,0.625,-0.24500000000000002,Negative
"\In a subsequent tweet Friday, Sandmann fired a warning shot at Twitter CEO  .\n\n'We have settled with WAP ",0.05,0.0,Neutral
  punching the air rn. ,0.0,0.0,Neutral
"Guy Ritchie has also done it to  's ass which is equally as disturbing and probably to children too, you ",0.8,-0.5,Negative
 Yes the shares increased in value. Good on him. Oh by the way Twitter is worth 27 billion and  D ,0.35000000000000003,0.5,Positive
  's favorite Twitter user ,1.0,0.5,Positive
   sucks too,0.3,-0.3,Negative
From Fox News\n\n\Sandmann offered a not-so-subtle warning to Twitter CEO  .\n\n\We have settled with WAPO a ,0.0,0.0,Neutral
  's favorite Twitter user ,1.0,0.5,Positive
" I love this kid, fighting the absolute evil of leftist media orgs.\n\Nick Sandmann offered a not-so-subtle ",0.775,-0.08750000000000001,Negative
 Thanks to   you were able to tweet this.,0.4125,0.35,Positive
I just saw   used as an example of an ethical billionaire and now I have to take a nap. Please stop using ,0.6,0.2,Positive
  Put  in prison.,0.0,0.0,Neutral
"Twitter (TWTR) is actively exploring additional ways to make money from its users, including by considering a subsc ",0.6,-0.13333333333333333,Negative
\We have settled with WAPO and CNN. The fight isn over. 2 down. 6 to go. Don hold your breath [Twitter CEO Jac ,0.2888888888888889,-0.15555555555555559,Negative
does   provide me with krystal edits and fancams? no!,0.0,0.0,Neutral
  Cash App Brings Bitcoin Logo to NASCAR \n\nREAD MORE  ElonMusk ,0.5,0.5,Positive
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal ,1.0,0.0,Neutral
"Twitter (TWTR) is actively exploring additional ways to make money from its users, including by considering a subsc ",0.6,-0.13333333333333333,Negative
Universal income is meant to help people through hard times. Do you agree?\n\nhelpingpeople motivation inspiration ,0.2708333333333333,-0.14583333333333334,Negative
    should be arrested for election fraud for rigging all conservative users twitter polls,0.0,0.0,Neutral
     !!!!!,0.0,0.0,Neutral
Sorry David I've just to say this to those so called men apart from being dog ugly creeps they molest kids quite cl ,1.0,-0.6,Negative
